name,sku,price,cost,stock,min_stock,category
"HUBLOT MURAL ETANCHE 002 (أوبلو جداري إيتونش 002)","22787",0,0,0,5,"Électricité & Éclairage"
"BMS BOITE DEPART 13P AVEC VOYANT (بواطة ديبار 13 بي أم أس)","FEV13",0,0,0,5,"Électricité & Éclairage"
"BMS BOITE DEPART 10P AVEC VOYANT (بواطة ديبار 10 بي أم أس)","FEV10",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART ENCASTRE 18/2 ETAGES (بواطة ديبار مونو 18)","TDE-18D",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART ENCASTRE 12 (بواطة ديبار مونو 12)","TDE-12D",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART ENCASTRE 16 (بواطة ديبار مونو 16)","TDE-16D",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART ENCASTRE 08 (بواطة ديبار مونو 8)","TDE-08D",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART ENCASTRE 24 (بواطة ديبار مونو 24)","TDE-24D",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART ENCASTRE NOIR 16D (بواطة ديبار مونو سوداء 16)","TDEN-16D",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART ENCASTRE NOIR 24D (بواطة ديبار مونو سوداء 24)","TDEN-24D",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART ENCASTRE NOIR 12D (بواطة ديبار مونو سوداء 12)","TDEN-12D",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART ENCASTRE NOIR 36D (بواطة ديبار مونو سوداء 36)","TDEN-36D",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART ENCASTRE 36 (بواطة ديبار مونو 36)","TDE-36D",0,0,0,5,"Électricité & Éclairage"
"FLOLIGHT BOITE DEPART 36P ENCASTRE (فلو لايت بواطة ديبار 36)","JDDD",0,0,0,5,"Électricité & Éclairage"
"SOUKOY BOITE DEPART 24D ENCASTRE NOIR (سوكوي بواطة ديبار 24 سوداء)","SBE24N",0,0,0,5,"Électricité & Éclairage"
"SOUKOY BOITE DEPART 16D ENCASTRE NOIR (سوكوي بواطة ديبار 16 سوداء)","SBE16N",0,0,0,5,"Électricité & Éclairage"
"BOITE DEPART 02 POLES BMS (بواطة ديبار 2 بول بي أم أس)","FA02",0,0,0,5,"Électricité & Éclairage"
"UNIPOLAIRE BMS 16A MD (ديجونكتور أوني بولير 16 أمبير بي أم أس)","MD1-16A",0,0,0,5,"Électricité & Éclairage"
"UNIPOLAIRE BMS 25A MD (ديجونكتور أوني بولير 25 أمبير بي أم أس)","MD1-25A",0,0,0,5,"Électricité & Éclairage"
"UNIPOLAIRE BMS 10A MD (ديجونكتور أوني بولير 10 أمبير بي أم أس)","MD1-10A",0,0,0,5,"Électricité & Éclairage"
"UNIPOLAIRE BMS 20A MD (ديجونكتور أوني بولير 20 أمبير بي أم أس)","MD1-20A",0,0,0,5,"Électricité & Éclairage"
"UNIPOLAIRE BMS 10A PH+N (ديجونكتور 10 أمبير فاز ونوتر بي أم أس)","DPN-10A",0,0,0,5,"Électricité & Éclairage"
"UNIPOLAIRE BMS 16A PH+N (ديجونكتور 16 أمبير فاز ونوتر بي أم أس)","DPN-16A",0,0,0,5,"Électricité & Éclairage"
"UNIPOLAIRE BMS 20A PH+N (ديجونكتور 20 أمبير فاز ونوتر بي أم أس)","DPN-20A",0,0,0,5,"Électricité & Éclairage"
"UNIPOLAIRE BMS 25A PH+N (ديجونكتور 25 أمبير فاز ونوتر بي أم أس)","DPN-25A",0,0,0,5,"Électricité & Éclairage"
"PROTECTEUR DE TENSION YSMAX 40A/220V (بروتكتور حماية يسماكس 40 أمبير)","12219-1",0,0,0,5,"Électricité & Éclairage"
"PROTECTEUR DE TENSION YSMAX 60A/220V (بروتكتور حماية يسماكس 60 أمبير)","22480",0,0,0,5,"Électricité & Éclairage"
"MONO BOITE DEPART 04 POLES (بواطة ديبار مونو 4 بول)","TDA-04D",0,0,0,5,"Électricité & Éclairage"
"BMS DISJONCTEUR 220V / 45A (ديجونكتور بي أم أس 220ف / 45 أمبير)","DB-2P45A",0,0,0,5,"Électricité & Éclairage"
"BMS DISJONCTEUR 220V / 32A (ديجونكتور بي أم أس 220ف / 32 أمبير)","DB-2P32A",0,0,0,5,"Électricité & Éclairage"
"BMS DISJONCTEUR 380V / 63A (ديجونكتور بي أم أس 380ف / 63 أمبير)","DB-4P63A",0,0,0,5,"Électricité & Éclairage"
"BMS DISJONCTEUR 380V / 45A (ديجونكتور بي أم أس 380ف / 45 أمبير)","DB-4P45A",0,0,0,5,"Électricité & Éclairage"
"BMS DISJONCTEUR DIFFERENTIEL 2P 40A 300MA (ديجونكتور ديفيرونسييل بي أم أس)","BDD2-2P40A30",0,0,0,5,"Électricité & Éclairage"
"GAINE GORGE N°16 MOH (غين كرجوجة 16)","GAINE-16-MOH",0,0,0,5,"Électricité & Éclairage"
"GAINE GORGE N°20 MOH (غين كرجوجة 20)","GAINE-20-MOH",0,0,0,5,"Électricité & Éclairage"
"GAINE GORGE N°25 MOH 50M (غين كرجوجة 25)","GAINE-25-MOH",0,0,0,5,"Électricité & Éclairage"
"GAINE GORGE N°32 MOH 50M (غين كرجوجة 32)","GAINE-32-MOH",0,0,0,5,"Électricité & Éclairage"
"CABLE SOUPLE 2X0.75 CASTELUM (كابل سوبل 2*0.75 كاستلوم)","16286",0,0,0,5,"Électricité & Éclairage"
"PELLE A SUCRE PLASTIC GM (بالة سكر بلاستيك كبيرة)","13195",0,0,0,5,"Quincaillerie & Outillage"
"APPLIQUE ISILDAR 7155 POTEAU (أبليك بوتو إيسيلدار)","19439",0,0,0,5,"Électricité & Éclairage"
"COLLE SUPER GLUE + DURCISSEUR FINK 100ML (سوبر قلو مع دورسيسور فينك 100 مل)","15225",0,0,0,5,"Droguerie & Mastics"
"COLLE SUPER GLUE + DURCISSEUR FINEK 200ML (سوبر قلو مع دورسيسور فينك 200 مل)","22476",0,0,0,5,"Droguerie & Mastics"
"COLLE SUPER GLUE + DURCISSEUR POLIER FIX 400ML (سوبر قلو مع دورسيسور بوليير فيكس 400 مل)","20434",0,0,0,5,"Droguerie & Mastics"
"COLLE SUPER GLUE INCON 12PCS (سوبر قلو أنكون 12 حبة)","21710",0,0,0,5,"Droguerie & Mastics"
"MONO MULTIPRISE ORION 3P 1.5M (ملتيباريز مونو أوريون 3 مقابس 1.5م)","ORP-031",0,0,0,5,"Électricité & Éclairage"
"MONO MULTIPRISE ORION 3P 3M (ملتيباريز مونو أوريون 3 مقابس 3م)","ORP-033",0,0,0,5,"Électricité & Éclairage"
"PISTOLET SILICONE ABC (بيستولي سيليكون أ ب س)","9349-4",0,0,0,5,"Quincaillerie & Outillage"
"RABOT PLACO BA13 PM (رابو بلاكو صغير)","OM-LD",0,0,0,5,"Quincaillerie & Placo"
"RABOT PLACO BA13 GM (رابو بلاكو كبير)","5625",0,0,0,5,"Quincaillerie & Placo"
"PISTOLET SILICONE NWSD (بيستولي سيليكون)","140109",0,0,0,5,"Quincaillerie & Outillage"
"CUTTER PLIANT ENCONI (كيتور مطوي أنكوني)","20475",0,0,0,5,"Quincaillerie & Outillage"
"SCIE ALIKO KAKU N°6 (منشار أليكو كاكو 6)","10031-12",0,0,0,5,"Quincaillerie & Outillage"
"CORDAX + NIVEAU A BULLE (كورداكس + نيفو)","1521",0,0,0,5,"Quincaillerie & Outillage"
"CORDAX FIX TOPE (كورداكس فيكس طوب)","8683",0,0,0,5,"Quincaillerie & Outillage"
"CUTTER JEU DE 3 PCS (كيتور طاقم 3 حبات)","12729",0,0,0,5,"Quincaillerie & Outillage"
"CUTTER PM 12PCS (كيتور صغير 12 حبة)","12108-3",0,0,0,5,"Quincaillerie & Outillage"
"METRE RUBAN 3M FACOME (متر 3م فاكوم)","15735",0,0,0,5,"Quincaillerie & Outillage"
"METRE RUBAN 3M EMTOP 16MM (متر 3م إمتوب 16مم)","EMTP3316M",0,0,0,5,"Quincaillerie & Outillage"
"DYLLU METRE RUBAN 5M*25MM (متر 5م ديلو)","DTMT1230M",0,0,0,5,"Quincaillerie & Outillage"
"METRE RUBAN 5M FACOME LUX 25MM (متر 5م فاكوم لوكس)","4061",0,0,0,5,"Quincaillerie & Outillage"
"METRE RUBAN 5M DING 25MM (متر 5م دينغ)","51004DING",0,0,0,5,"Quincaillerie & Outillage"
"DYLLU MARTEAU 100G (مطرقة ديلو 100غ)","DTHM1301",0,0,0,5,"Quincaillerie & Outillage"
"MARTEAU ARRACHE CLOU HD PLASTIC (مطرقة كلاليب بلاستيك)","22730",0,0,0,5,"Quincaillerie & Outillage"
"RECHANGE DE CUTTER MOUSTACHE (لام كيتور موستاش)","11573",0,0,0,5,"Quincaillerie & Outillage"
"TRINGLE ADEL DOUBLE BLANC (ترانغل عادل دوبل أبيض)","18685",0,0,0,5,"Quincaillerie & Placo"
"TRINGLE ADEL DOUBLE BRONZE (ترانغل عادل دوبل برونز)","18688",0,0,0,5,"Quincaillerie & Placo"
"TRINGLE ADEL DOUBLE NOIR (ترانغل عادل دوبل أسود)","18416",0,0,0,5,"Quincaillerie & Placo"
"TRINGLE ADEL SIMPLE BLANC (ترانغل عادل سامبل أبيض)","18684",0,0,0,5,"Quincaillerie & Placo"
"TRINGLE ADEL SIMPLE NOIR (ترانغل عادل سامبل أسود)","18413",0,0,0,5,"Quincaillerie & Placo"
"TRINGLE ADEL/ASTA SIMPLE BRONZE (ترانغل عادل سامبل برونز)","18412",0,0,0,5,"Quincaillerie & Placo"
"TRINGLE ADEL/ASTA SIMPLE CHROME (ترانغل عادل سامبل كرومي)","18686",0,0,0,5,"Quincaillerie & Placo"
"TRINGLE ADEL/ASTA SIMPLE CUIVRE (ترانغل عادل سامبل نحاسي)","18410",0,0,0,5,"Quincaillerie & Placo"
"DISQUE INOX 115MM WANLON (ديسك إينوكس 115مم وانلون)","15397",0,0,0,5,"Quincaillerie & Outillage"
"DISQUE INOX EMTOP 115*1.2 10PCS (ديسك إينوكس إمتوب 115مم)","EACD121155",0,0,0,5,"Quincaillerie & Outillage"
"DISQUE DIAMANT 115 CROWN VERT (ديسك ديامون كراون 115 أخضر)","CTDDP0001",0,0,0,5,"Quincaillerie & Outillage"
"DYLLU DISQUE DIAMANT 230 ULTRA FIN (ديسك ديامون ديلو 230 ألترا فان)","DTDC4K05",0,0,0,5,"Quincaillerie & Outillage"
"DISQUE RESINE SCRATCH 115 N°100 (ديسك ريزين سكراش 115 رقم 100)","12983",0,0,0,5,"Quincaillerie & Outillage"
"DISQUE RESINE SCRATCH 115 N°60 (ديسك ريزين سكراش 115 رقم 60)","12984",0,0,0,5,"Quincaillerie & Outillage"
"VISSEUSE EMTOP 20V (فيسوز إمتوب 20ف)","ECIDL20668",0,0,0,5,"Quincaillerie & Outillage"
"VISSEUSE EMTOP 12V (فيسوز إمتوب 12ف)","ECDL12456",0,0,0,5,"Quincaillerie & Outillage"
"VISSEUSE EMTOP 4V (فيسوز إمتوب 4ف)","ECSR0408",0,0,0,5,"Quincaillerie & Outillage"
"DYLLU VISSEUSE 4V (فيسوز ديلو 4ف)","DTCV4401",0,0,0,5,"Quincaillerie & Outillage"
"DYLLU VISSEUSE 12V (فيسوز ديلو 12ف)","DTCDS510",0,0,0,5,"Quincaillerie & Outillage"
"VISSEUSE EMTOP 20V 4A (فيسوز إمتوب 20ف 4أمبير)","ECIDL20968",0,0,0,5,"Quincaillerie & Outillage"
"DYLLU PERCEUSE 400W (بيرسوز ديلو 400 واط)","DTED15401",0,0,0,5,"Quincaillerie & Outillage"
"DYLLU PERCEUSE 500W (بيرسوز ديلو 500 واط)","DTED15501",0,0,0,5,"Quincaillerie & Outillage"
"PONCEUSE CROWN 180MM (بونسوز كراون 180مم)","CT13668",0,0,0,5,"Quincaillerie & Outillage"
"MARTEAU PIQUEUR SOFICLEF MP1050-26 (بيكور صوفيكليف 1050 واط)","5351",0,0,0,5,"Quincaillerie & Outillage"
"MARTEAU PIQUEUR SOFICLEF 32MM 1500W (بيكور صوفيكليف 1500 واط)","RH1500-32",0,0,0,5,"Quincaillerie & Outillage"
"MARTEAU PIQUEUR SOFICLEF 26MM 800W MP800K (بيكور صوفيكليف 800 واط)","MP800K",0,0,0,5,"Quincaillerie & Outillage"
"MARTEAU PIQUEUR FIX TOP 850W (بيكور فيكس طوب 850 واط)","BURI",0,0,0,5,"Quincaillerie & Outillage"
"MECHE HILTI N°6/110 (ميش هيلتي 6/110)","HILTI-6-110",0,0,0,5,"Quincaillerie & Outillage"
"MECHE HILTI N°8/110 (ميش هيلتي 8/110)","HILTI-8-110",0,0,0,5,"Quincaillerie & Outillage"
"MECHE HILTI N°10 (ميش هيلتي 10)","HILTI-10",0,0,0,5,"Quincaillerie & Outillage"
"MECHE SL N°6 (ميش 6)","14254",0,0,0,5,"Quincaillerie & Outillage"
"MECHE SL N°4 (ميش 4)","14250",0,0,0,5,"Quincaillerie & Outillage"
"MECHE ACIER HSS N°4 EMTOP (ميش حديد إمتوب 4)","ETDB10401",0,0,0,5,"Quincaillerie & Outillage"
"MECHE ACIER HSS N°5 EMTOP (ميش حديد إمتوب 5)","ETDB10501",0,0,0,5,"Quincaillerie & Outillage"
"MECHE ACIER HSS N°6 EMTOP (ميش حديد إمتوب 6)","ETDB10601",0,0,0,5,"Quincaillerie & Outillage"
"MECHE ACIER HSS N°7 SL (ميش حديد 7)","MCH-HSS-07",0,0,0,5,"Quincaillerie & Outillage"
"EMBOUT TOURNEVIS 10PCS CHROME (أمبو كرومي 10 قطع)","9326-4",0,0,0,5,"Quincaillerie & Outillage"
"EMBOUT CROWN N°13 (أمبو كراون 13)","9987",0,0,0,5,"Quincaillerie & Outillage"
"EMBOUT TOURNEVIS JEUX 10PCS EMTOP (أمبو طاقم 10 قطع إمتوب)","ESBTMPH233",0,0,0,5,"Quincaillerie & Outillage"
"EMBOUT N°10 5PCS (أمبو 10 طاقم 5 قطع)","12275",0,0,0,5,"Quincaillerie & Outillage"
"EMBOUT N°13 5PCS (أمبو 13 طاقم 5 قطع)","12274",0,0,0,5,"Quincaillerie & Outillage"
"ESCABEAU ALLUM SAF LEDER N°4 (سلم ألمنيوم 4 درجات)","20748",0,0,0,5,"Quincaillerie & Outillage"
"ESCABEAU ALLUM N°05 SCALE VALENCIA (سلم ألمنيوم فالنسيا 5 درجات)","10986",0,0,0,5,"Quincaillerie & Outillage"
"BALANCE ELECTRONIQUE TASSILI 40KG (ميزان إلكتروني طاسيلي 40 كغ)","TASILI-E40KG",0,0,0,5,"Quincaillerie & Outillage"
"DYLLU NIVEAU LASER AUTO 30M L/VERT (نيفو ليزر ديلو 30م أخضر)","DTLE2M03",0,0,0,5,"Quincaillerie & Outillage"
"DYLLU NIVEAU LASER 3D/360° (نيفو ليزر ديلو 360 درجة)","DTLE8M12",0,0,0,5,"Quincaillerie & Outillage"
"NIVEAU LASER EMTOP 5 LIGNES (نيفو ليزر إمتوب 5 خطوط)","ESLE2M05",0,0,0,5,"Quincaillerie & Outillage"
"SERRE JOINT N°40 VAST KING (سير جوان 40 فاست كينغ)","12113-14",0,0,0,5,"Quincaillerie & Outillage"
"SERRE JOINT N°60 VAST KING (سير جوان 60 فاست كينغ)","12114-1",0,0,0,5,"Quincaillerie & Outillage"
"SCIE A CLOCHE 16PCS OPTIMUS (منشار ثقب 16 قطعة أوبتيموس)","515",0,0,0,5,"Quincaillerie & Outillage"
"DYLLU CORDAX + NIVEAU 30M (كورداكس + نيفو ديلو 30م)","DTHX1630",0,0,0,5,"Quincaillerie & Outillage"
"COLLIER MULTICOUCHE 16 SPHAX (كولي مالتيكوش 16)","16938",0,0,0,5,"Quincaillerie & Placo"
"CHARBON CROWN 115 OR / 1601 CT13003 (شاربون كراون 115)","CH13003",0,0,0,5,"Quincaillerie & Outillage"
"CHARBON CROWN PERC 13MM 500W (شاربون كراون بيرسوز)","CH10085",0,0,0,5,"Quincaillerie & Outillage"
"CHARBON BOSCH 230MM BS180 (شاربون بوش 230مم)","2169",0,0,0,5,"Quincaillerie & Outillage"
"CHARBON JEUX 12PCS SL (طاقم شاربون 12 قطعة)","CHARBONE",0,0,0,5,"Quincaillerie & Outillage"
"CHARBON CROWN J45/1700 -18024/ 18021 (شاربون كراون)","CH18021",0,0,0,5,"Quincaillerie & Outillage"
"CHARBON CROWN OR 13M CT100/77 (شاربون كراون 13)","CH10077",0,0,0,5,"Quincaillerie & Outillage"
"CHARBON MARTEAU PIQUEUR 32MM 18056 (شاربون بيكور 32مم)","CH18056",0,0,0,5,"Quincaillerie & Outillage"
